어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
들꽃어린이집,경기도,고양시일산동구,가정,20,4,"경기도 고양시 일산동구 노루목로 100 212동 102호(장항동, 호수마을현대2단지아파트)",031-814-3332,031-814-3332,3,0,0,N,cafe.daum.net/wildflower...,2019-04-23
딩동댕친구어린이집,경기도,고양시일산서구,민간,37,3,경기도 고양시 일산서구 일중로79번길 7 (일산동),031-977-3555,031-977-3512,4,0,0,Y,,2019-04-23
딸기어린이집,경기도,고양시일산동구,가정,20,7,"경기도 고양시 일산동구 하늘마을1로 23 509동 102호(중산동, 하늘마을주공휴먼시아5단지아파트)",031-812-1181,031-812-1181,3,0,0,N,,2019-04-23
라온도만스쿨어린이집,경기도,고양시일산서구,가정,19,4,경기도 고양시 일산서구 원일로21번길 43 일신삼익아파트 101동 104호,031-812-9989,031-812-9989,3,0,0,N,,2019-04-23
로뎀어린이집,경기도,고양시일산동구,민간,104,8,경기도 고양시 일산동구 공릉천로 92-4,031-964-1056,031-964-1046,7,1,6,Y,rodemkids.modoo.at,2019-04-23
리베도만스쿨어린이집,경기도,고양시일산서구,가정,16,5,경기도 고양시 일산서구 탄현로 80 903-103,031-921-3933,031-918-3933,4,0,0,Y,https://libedoman2.kidsnote.ac/home/main,2019-04-23
리베어린이집,경기도,고양시덕양구,가정,20,1,"경기도 고양시 덕양구 화중로 164 512동 102호(화정동, 은빛5단지)",031-938-2486,031-815-7011,4,0,2,N,http://club.cyworld.com/libe1004,2019-04-23
리틀명성어린이집,경기도,고양시일산서구,가정,19,2,"경기도 고양시 일산서구 가좌2로 20 612동 102호(가좌동, 가좌마을청원벽산블루밍6단지아파트)",031-923-3455,031-923-3455,3,1,0,N,,2019-04-23
리틀키즈월드어린이집,경기도,고양시덕양구,가정,20,5,"경기도 고양시 덕양구 화신로 168 2104동 102호(행신동, 햇빛마을대우21단지아파트)",031-979-7927,031-979-7927,5,0,0,Y,*******@naver.ccom,2019-04-23
리틀평화어린이집,경기도,고양시일산동구,가정,17,2,"경기도 고양시 일산동구 강촌로 114 506동 105호(백석동, 백송마을삼호풍림5단지아파트)",031-902-2552,,3,0,0,N,,2019-04-23
마루어린이집,경기도,고양시일산서구,가정,20,4,경기도 고양시 일산서구 하이파크3로 61 416동 101호,031-946-8434,,3,0,0,N,,2019-04-23
해단비어린이집,경기도,고양시일산서구,가정,20,5,경기도 고양시 일산서구 일산로636번길 23-11,031-918-2719,,3,0,0,N,*******@naver.com,2019-04-23
해달별어린이집,경기도,고양시덕양구,민간,28,1,경기도 고양시 덕양구 강매로 229 (강매동),031-978-6669,031-978-6668,3,1,0,Y,,2019-04-23
해담어린이집,경기도,고양시덕양구,가정,11,3,"경기도 고양시 덕양구 충경로 138 302-102(행신동,소만마을3단지)",031-970-7165,031-970-7165,2,0,0,N,,2019-04-23
해마루어린이집,경기도,고양시덕양구,가정,20,3,"경기도 고양시 덕양구 화신로 170 2112동 102호(행신동, 햇빛마을대우21단지아파트)",031-812-6396,031-812-6396,4,0,0,N,,2019-04-23
해밀어린이집,경기도,고양시덕양구,가정,20,6,"경기도 고양시 덕양구 백양로 8 1707동 104호(화정동, 옥빛마을주공17단지아파트)",031-979-0176,,3,0,0,Y,,2019-04-23
해사랑어린이집,경기도,고양시일산서구,가정,20,4,"경기도 고양시 일산서구 강선로 167 1507동 104호(일산동, 후곡마을건영15단지아파트)",031-918-2040,,4,0,0,N,http://cafe.daum.net/childcarebysunshine,2019-04-23
해아해아어린이집,경기도,고양시일산동구,가정,19,4,"경기도 고양시 일산동구 하늘마을로 94 208동 103호(중산동, 하늘마을2단지)",031-975-4268,031-975-4268,3,0,0,N,,2019-04-23
해피베이비궁어린이집,경기도,고양시덕양구,민간,24,2,경기도 고양시 덕양구 충장로103번길 46 1층2호(행신동),031-979-2244,031-979-2244,3,0,0,Y,www.ikidschool.com,2019-04-23
해피토들러어린이집,경기도,고양시덕양구,가정,15,6,"경기도 고양시 덕양구 행당로11번길 25-6 801동 103호(토당동, 장미8차아파트)",031-971-6961,031-971-6961,4,0,4,N,,2019-04-23
햇님어린이집,경기도,고양시덕양구,가정,19,4,"경기도 고양시 덕양구 화중로 219 111동 104호(화정동, 달빛마을1단지아파트)",031-967-9930,031-967-9930,4,0,0,N,,2019-04-23
햇빛아이사랑어린이집,경기도,고양시덕양구,가정,19,7,"경기도 고양시 덕양구 성신로 99 1907동 101호(행신동, 햇빛마을19단지)",031-970-0007,,3,0,0,Y,,2019-04-23
햇빛아이어린이집,경기도,고양시덕양구,민간,31,6,"경기도 고양시 덕양구 중앙로558번길 57 (행신동,햇빛마을18단지아파트 내 보육시설)",031-978-4195,031-978-4196,4,0,0,Y,********@naver.com,2019-04-23
햇빛초록별어린이집,경기도,고양시덕양구,가정,16,2,"경기도 고양시 덕양구 충장로152번길 39 2016동 101호(행신동, 햇빛마을주공20단지아파트)",031-938-3110,031-979-9803,4,0,0,N,,2019-04-23
햇살나무어린이집,경기도,고양시일산서구,가정,19,3,"경기도 고양시 일산서구 가좌1로 10 504동 104호(가좌동, 가좌마을 5단지아파트)",031-812-6894,,4,0,0,N,,2019-04-23
햇살몬테소리어린이집,경기도,고양시일산동구,가정,20,6,"경기도 고양시 일산동구 공릉천로 64 204동 103호(사리현동, 동문2단지아파트)",031-963-0338,031-963-0338,3,0,0,Y,,2019-04-23
글로벌숲어린이집,경기도,고양시덕양구,민간,159,20,경기도 고양시 덕양구 서오릉로663번길 34,031-968-0700,031-968-0712,9,2,0,Y,,2019-04-23
금강미리내어린이집,경기도,고양시덕양구,가정,17,4,"경기도 고양시 덕양구 토당로162번길 14 104동 104호(토당동, 금강KCC아파트)",031-967-8975,031-979-8975,4,0,0,N,,2019-04-23
꼬꼬마어린이집,경기도,고양시덕양구,가정,20,11,"경기도 고양시 덕양구 중앙로558번길 57 1821동 102호(행신동, 햇빛마을주공18단지아파트)",031-978-4196,031-978-4196,3,0,0,N,club.cyworld.com/gogoma4196,2019-04-23
꼬마루소 어린이집,경기도,고양시덕양구,가정,20,5,"경기도 고양시 덕양구 무원로 63 1001동 102호(행신동, 무원마을서광10단지아파트)",031-815-7788,,3,0,0,N,http://cafe.daum.net/littlerousseau,2019-04-23
꼬마숲 어린이집,경기도,고양시일산서구,가정,19,3,"경기도 고양시 일산서구 원일로21번길 21 204동 103호(일산동, 일신건영휴먼빌2차아파트)",031-916-6620,,4,0,0,N,,2019-04-23
아띠24어린이집,경기도,고양시일산동구,가정,20,7,경기도 고양시 일산동구 일산로441번길 52-9 1163-4번지 1층 아띠어린이집,031-916-7722,,3,0,0,Y,,2019-04-23
아라kids어린이집,경기도,고양시일산동구,민간,57,7,경기도 고양시 일산동구 위시티4로 79 커뮤니티센터 (식사동),031-965-0016,031-965-0017,4,1,4,N,,2019-04-23
아랑어린이집,경기도,고양시덕양구,가정,11,3,"경기도 고양시 덕양구 화중로 220 206동 105호(화정동,달빛마을2단지)",031-968-2800,,2,0,0,N,,2019-04-23
아리수어린이집,경기도,고양시일산서구,가정,17,6,"경기도 고양시 일산서구 대산로 249 106동 103호(대화동, 성저마을동익1단지아파트)",031-919-1613,,4,0,0,N,http://blog.naver.com/arisuchild,2019-04-23
아이또래 어린이집,경기도,고양시덕양구,가정,20,4,"경기도 고양시 덕양구 화정로 26 713동 103호(화정동, 별빛마을현대7단지아파트)",031-817-2765,031-938-9800,3,0,4,N,http://cafe.naver.com/8172765,2019-04-23
아이마루어린이집,경기도,고양시일산서구,가정,19,5,"경기도 고양시 일산서구 일산로 487 1809동 102호(일산동, 후곡마을현대18단지아파트)",031-814-9856,,4,0,0,N,,2019-04-23
아이비어린이집,경기도,고양시일산동구,민간,39,7,경기도 고양시 일산동구 노루목로 78 호수마을 3단지 제 유치원동,031-907-6204,,4,0,4,Y,,2019-04-23
아이샘어린이집,경기도,고양시덕양구,가정,19,6,"경기도 고양시 덕양구 토당로 131-24 102동 106호(토당동, 내안애양우아파트)",031-971-1233,031-971-1233,4,0,0,N,,2019-04-23
맑은누리어린이집,경기도,고양시일산동구,가정,19,5,"경기도 고양시 일산동구 고풍로 44-46 202동 104호(풍동, 성원아파트)",031-906-8952,,3,0,0,N,,2019-04-23
맑은샘어린이집,경기도,고양시일산서구,가정,19,5,"경기도 고양시 일산서구 현중로 62 602동 101호(탄현동, 탄현마을현대6단지아파트)",031-915-1250,031-915-1250,3,0,0,Y,http://cafe.naver.com/worldofbaby,2019-04-23
캥거루어린이집,경기도,고양시일산동구,가정,15,5,"경기도 고양시 일산동구 백석로 119 212동 103호(백석동, 백송마을2단지)",031-901-5428,,3,0,0,N,,2019-04-23
코레일고양어린이집,경기도,고양시덕양구,직장,80,13,경기도 고양시 덕양구 행주로 108-1 (행주내동),070-7613-3051,031-813-3053,5,1,18,N,,2019-04-23
코코몬테소리어린이집,경기도,고양시덕양구,민간,39,5,경기도 고양시 덕양구 충장로475번길 17 (성사동),031-967-6097,031-967-6098,3,0,0,Y,,2019-04-23
코코빅스맘어린이집,경기도,고양시덕양구,민간,49,10,"경기도 고양시 덕양구 도래울로 86 (도내동, 도내울LH3단지)",031-966-2548,,4,0,0,N,,2019-04-23
큰별어린이집,경기도,고양시일산서구,가정,19,2,"경기도 고양시 일산서구 강선로 71 705동 101호(주엽동, 강선마을7단지아파트)",031-922-3356,,4,0,0,N,,2019-04-23
클아이어린이집,경기도,고양시일산서구,가정,19,5,"경기도 고양시 일산서구 일현로 140 101동 105호(탄현동, 큰마을현대대림1단지아파트)",031-912-5255,031-912-5255,4,0,0,N,,2019-04-23
키움어린이집,경기도,고양시덕양구,민간,67,12,경기도 고양시 덕양구 소만로 48 소만마을9단지내단독,031-972-5377,031-972-5378,7,2,8,Y,,2019-04-23
키즈랜드어린이집,경기도,고양시덕양구,가정,20,5,"경기도 고양시 덕양구 용현로 10 506동 102호(행신동, 무원마을5단지아파트)",031-973-2511,031-973-2511,4,0,0,Y,cafe.naver.com/9732511,2019-04-23
고양시청어린이집,경기도,고양시덕양구,직장,85,20,경기도 고양시 덕양구 원당로59번길 50-16,031-965-7878,031-965-7998,7,1,16,N,goyangkids.happyihome.com,2019-04-23
고운빛어린이집,경기도,고양시일산서구,가정,20,1,"경기도 고양시 일산서구 일현로 68 103동 104호(탄현동, 탄현마을경남1단지아파트)",031-921-0660,031-921-0661,3,0,0,Y,,2019-04-23
시립푸른하늘어린이집,경기도,고양시일산동구,국공립,43,10,경기도 고양시 일산동구 중산로 101 하늘마을1단지아파트 관리동 내,031-976-3910,031-976-3913,3,0,8,N,,2019-04-23
시립풍산어린이집,경기도,고양시일산동구,국공립,28,8,경기도 고양시 일산동구 숲속마을1로 86 (풍동),031-932-6933,031-932-6922,2,0,4,N,,2019-04-23
현대아름드리어린이집,경기도,고양시일산서구,가정,20,5,"경기도 고양시 일산서구 고양대로 706-12 (일산동, 일산2차현대홈타운 단지내)",031-923-0655,,3,0,0,N,,2019-04-23
현대어린이집,경기도,고양시덕양구,민간,40,6,경기도 고양시 덕양구 통일로1154번길 16-9,031-962-8928,031-964-6711,4,0,4,Y,http://cafe.daum.net/hyundaikids,2019-04-23
호두나무발도르프어린이집,경기도,고양시일산서구,협동,19,4,"경기도 고양시 일산서구 강성로 62 903동 101호(주엽동,강선마을9단지아파트)",031-911-0021,,3,0,0,N,,2019-04-23
호반꿈동산어린이집,경기도,고양시덕양구,가정,20,6,"경기도 고양시 덕양구 세솔로 25 2208동 101호(동산동, 동산마을호반베르디움22단지)",02-6085-9838,02-6085-9838,3,0,0,N,http//cafe.naver.com/dreamingarden,2019-04-23
호반햇살어린이집,경기도,고양시덕양구,가정,20,6,"경기도 고양시 덕양구 동산2로 18 2101동 101호(동산동, 동산마을호반베르디움)",02-388-5138,,4,0,0,N,,2019-04-23
호수어린이집,경기도,고양시일산동구,민간,83,13,"경기도 고양시 일산동구 노루목로 99 (장항동,호수마을5단지 내)",031-902-6036,031-905-3054,5,1,8,Y,,2019-04-23
홍익어린이집,경기도,고양시덕양구,가정,20,5,"경기도 고양시 덕양구 화신로 76 109동 101호(행신동, 샘터마을효성1단지아파트)",031-973-0977,031-973-0977,3,0,0,N,,2019-04-23
화성어린이집,경기도,고양시일산서구,가정,20,4,"경기도 고양시 일산서구 강성로 62 901동 101호(주엽동, 강선마을화성9단지아파트)",031-912-9302,031-912-9302,3,0,0,N,,2019-04-23
화정밤비니어린이집,경기도,고양시덕양구,가정,20,7,"경기도 고양시 덕양구 화신로 291 1001동 101호(화정동, 별빛마을건영10단지아파트)",031-819-9903,,4,0,0,N,http://cafe.naver.com/8199903/,2019-04-23
초롱초롱어린이집,경기도,고양시일산서구,가정,19,3,"경기도 고양시 일산서구 원일로21번길 22 101동 101호(일산동, 일산휴먼빌아파트)",031-921-5441,031-921-5441,4,0,0,N,,2019-04-23
아이세상유아교실어린이집,경기도,고양시덕양구,가정,20,5,"경기도 고양시 덕양구 어울림로 14 107동 104호(화정동, 달빛마을진덕1단지아파트)",031-966-5663,,4,0,0,N,,2019-04-23
아이엠어린이집,경기도,고양시일산서구,직장,87,16,경기도 고양시 일산서구 탄중로233번길 25 양우프라자 206호 (탄현동),031-818-2136,031-922-2136,7,1,4,Y,http://cafe.daum.net/funimchild,2019-04-23
꼬마숲푸르지오어린이집,경기도,고양시일산서구,가정,20,4,"경기도 고양시 일산서구 가좌3로 43 210동 101호(가좌동, 가좌마을대우2단지아파트)",031-921-8774,031-921-8775,4,0,0,N,www.littleforest.co.kr/home/gajwa,2019-04-23
꼬맹이어린이집,경기도,고양시일산서구,가정,19,5,"경기도 고양시 일산서구 대산로 249 102동 101호(대화동, 성저마을동익1단지아파트)",031-915-2062,031-915-2062,4,0,0,Y,,2019-04-23
꽃담은어린이집,경기도,고양시일산서구,가정,19,6,"경기도 고양시 일산서구 일청로 75 104동 103호(일산동,푸르지오)",031-919-0177,031-919-0177,4,0,0,N,,2019-04-23
꽃별어린이집,경기도,고양시일산서구,가정,20,4,경기도 고양시 일산서구 대화1로 70 701-103,031-814-6088,,4,0,0,N,,2019-04-23
꿈그린어린이집,경기도,고양시일산동구,가정,19,5,"경기도 고양시 일산동구 공릉천로 66 302동 102호(사리현동, 동문아파트)",031-814-0606,031-814-0606,3,0,0,N,,2019-04-23
꿈꾸는어린이집,경기도,고양시덕양구,가정,20,5,"경기도 고양시 덕양구 도래울1로 80 705동 101호(도내동, 원흥7단지 고양원흥동일스위트)",031-818-5297,,5,0,0,N,,2019-04-23
꿈나래어린이집,경기도,고양시일산서구,가정,20,0,"경기도 고양시 일산서구 후곡로 9 801동 104호(일산동, 후곡마을8단지아파트)",031-912-0501,,4,0,0,N,,2019-04-23
꿈마루어린이집,경기도,고양시덕양구,민간,67,16,경기도 고양시 덕양구 화신로 36 소만마을7단지내(행신동),031-973-1187,,6,1,8,Y,,2019-04-23
꿈별어린이집,경기도,고양시덕양구,가정,14,4,"경기도 고양시 덕양구 화신로 233 1506동 103호(화정동, 옥빛마을주공15단지아파트)",031-817-1506,031-817-1506,4,0,0,N,*******@naver.com,2019-04-23
쁘띠엔젤어린이집,경기도,고양시일산서구,가정,19,3,"경기도 고양시 일산서구 현중로 64 606동 104호(탄현동, 탄현마을한신6단지아파트)",031-913-1606,050-4272-9159,4,0,0,Y,*******@naver.com,2019-04-23
사과나무어린이집,경기도,고양시일산동구,가정,20,2,경기도 고양시 일산동구 산두로229번길 8-7,031-917-0824,031-915-0825,3,0,0,N,,2019-04-23
미카엘어린이집,경기도,고양시덕양구,가정,13,4,"경기도 고양시 덕양구 무원로 1 608동 104호(행신동, 무원마을두산6단지아파트)",031-979-0119,031-979-0119,3,0,0,N,,2019-04-23
바다어린이집,경기도,고양시덕양구,민간,47,6,경기도 고양시 덕양구 읍내로 85 (고양동),031-962-8458,031-963-3771,5,0,5,Y,,2019-04-23
